,name,row,col,0,1,2,3,4,5,6,7,8,cluster
0,./Dataset/fork/IMG_20211118_154738_1.jpg,0,0,0.21651953,0.2221616,0.37177774,0.37177774,0.37177774,0.37177774,0.37177774,0.37177774,0.26596424,15
1,./Dataset/fork/IMG_20211118_154738_1.jpg,1,0,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
2,./Dataset/fork/IMG_20211118_154738_1.jpg,2,0,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
3,./Dataset/fork/IMG_20211118_154738_1.jpg,3,0,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
4,./Dataset/fork/IMG_20211118_154738_1.jpg,4,0,0.33644006,0.33644006,0.30183303,0.33644006,0.33644006,0.33644006,0.33644006,0.33644006,0.33644006,3
5,./Dataset/fork/IMG_20211118_154738_1.jpg,5,0,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
6,./Dataset/fork/IMG_20211118_154738_1.jpg,6,0,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
7,./Dataset/fork/IMG_20211118_154738_1.jpg,0,1,0.34086022,0.34086022,0.34086022,0.31565413,0.2892352,0.34086022,0.34086022,0.34086022,0.34086022,3
8,./Dataset/fork/IMG_20211118_154738_1.jpg,1,1,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
9,./Dataset/fork/IMG_20211118_154738_1.jpg,2,1,0.30658078,0.34229964,0.34229964,0.34229964,0.34229964,0.28706238,0.34229964,0.34229964,0.34229964,3
10,./Dataset/fork/IMG_20211118_154738_1.jpg,3,1,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,0.3327787,3
11,./Dataset/fork/IMG_20211118_154738_1.jpg,4,1,0.3444014,0.3444014,0.2532625,0.3444014,0.3444014,0.3195791,0.3444014,0.3444014,0.3444014,3
12,./Dataset/fork/IMG_20211118_154738_1.jpg,5,1,0.3489688,0.3489688,0.3489688,0.23820688,0.31180054,0.3344786,0.3489688,0.3489688,0.3489688,3
13,./Dataset/fork/IMG_20211118_154738_1.jpg,6,1,0.36494356,0.17676269,0.26867554,0.30629984,0.36494356,0.36494356,0.36494356,0.36494356,0.36494356,20
14,./Dataset/fork/IMG_20211118_154738_1.jpg,0,2,0.63296247,0.19293527,0.1974528,0.04299288,0.15089531,0.121219195,0.14192447,0.23818365,0.63296247,7
15,./Dataset/fork/IMG_20211118_154738_1.jpg,1,2,0.5115182,0.34884205,0.08001095,0.059324518,0.11940312,0.052293796,0.24765947,0.5115182,0.5115182,7
16,./Dataset/fork/IMG_20211118_154738_1.jpg,2,2,0.4763177,0.4763177,0.19167921,0.086122535,0.09923291,0.05296628,0.17583434,0.4763177,0.4763177,6
